well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,source,county
S3-MACK-K16,0.001,"1,1,1-Trichloroethane",2/3/2014,MG/L,<,0.001,36.51386111,-119.71925,MUNICIPAL,USGS, Fresno County
S3-MACK-K17,0.001,"1,1,1-Trichloroethane",2/4/2014,MG/L,<,0.001,36.51897222,-119.8183611,MUNICIPAL,USGS, Fresno County
S3-MACK-K18,0.001,"1,1,1-Trichloroethane",8/29/2013,MG/L,<,0.001,36.62241667,-119.926,MUNICIPAL,USGS, Fresno County
S3-MACK-K19,0.001,"1,1,1-Trichloroethane",2/5/2014,MG/L,<,0.001,36.70516667,-119.9592778,MUNICIPAL,USGS, Fresno County
S3-MACK-K20,4,"1,1,1-Trichloroethane",3/6/2014,UG/L,,0.001,36.72230556,-120.0110556,MUNICIPAL,USGS, Fresno County
S3-MACK-K21,8,"1,1,1-Trichloroethane",2/5/2014,UG/L,,0.001,36.75802778,-120.0974722,MUNICIPAL,USGS, Fresno County
S3-MACK-K22,1,"1,1,1-Trichloroethane",1/29/2014,UG/L,<,0.001,36.78111111,-119.9063333,MUNICIPAL,USGS, Fresno County
S3-MACK-K23,0.001,"1,1,1-Trichloroethane",1/9/2014,MG/L,<,0.001,36.76833333,-119.8620556,MUNICIPAL,USGS, Fresno County
S3-MACK-K24,0.001,"1,1,1-Trichloroethane",8/22/2013,MG/L,<,0.001,36.66455556,-119.8334722,MUNICIPAL,USGS, Fresno County
S3-MACK-K25,1,"1,1,1-Trichloroethane",2/26/2014,UG/L,<,0.001,36.58086111,-119.7371111,MUNICIPAL,USGS, Fresno County
S3-MACK-K26,1,"1,1,1-Trichloroethane",2/4/2014,UG/L,<,0.001,36.55594444,-119.7362778,MUNICIPAL,USGS, Fresno County
S3-MACK-K27,0.001,"1,1,1-Trichloroethane",3/4/2014,MG/L,<,0.001,36.52619444,-119.62975,MUNICIPAL,USGS, Fresno County
S3-MACK-K28,0.001,"1,1,1-Trichloroethane",3/18/2014,MG/L,<,0.001,36.51372222,-119.5117778,MUNICIPAL,USGS, Tulare County
S3-MACK-K29,0.001,"1,1,1-Trichloroethane",3/17/2014,MG/L,<,0.001,36.47708333,-119.3912222,MUNICIPAL,USGS, Tulare County
S3-MACK-K30,0.001,"1,1,1-Trichloroethane",2/6/2014,MG/L,<,0.001,36.52016667,-119.4861944,MUNICIPAL,USGS, Tulare County
S3-MACK-K31,1,"1,1,1-Trichloroethane",2/27/2014,UG/L,<,0.001,36.56194444,-119.5329722,MUNICIPAL,USGS, Fresno County
S3-MACK-K32,0.001,"1,1,1-Trichloroethane",4/7/2014,MG/L,<,0.001,36.62035,-119.6634167,MUNICIPAL,USGS, Fresno County
S3-MACK-K33,0.001,"1,1,1-Trichloroethane",9/17/2013,MG/L,<,0.001,36.72016667,-119.7078333,MUNICIPAL,USGS, Fresno County
S3-MACK-K34,0.001,"1,1,1-Trichloroethane",9/11/2013,MG/L,<,0.001,36.73711111,-119.7590278,MUNICIPAL,USGS, Fresno County
S3-MACK-K35,0.001,"1,1,1-Trichloroethane",1/8/2014,MG/L,<,0.001,36.83033333,-119.7838056,MUNICIPAL,USGS, Fresno County
S3-MACK-K36,1,"1,1,1-Trichloroethane",1/8/2014,UG/L,<,0.001,36.86552778,-119.7521944,MUNICIPAL,USGS, Fresno County
S3-MACK-K37,1,"1,1,1-Trichloroethane",1/9/2014,UG/L,,0.001,36.77038889,-119.6996667,MUNICIPAL,USGS, Fresno County
S3-MACK-K38,0.001,"1,1,1-Trichloroethane",9/10/2013,MG/L,<,0.001,36.72104641,-119.6011514,MUNICIPAL,USGS, Fresno County
S3-MACK-K39,0.001,"1,1,1-Trichloroethane",3/3/2014,MG/L,<,0.001,36.62711111,-119.4794444,MUNICIPAL,USGS, Fresno County
S3-MACK-K40,6,"1,1,1-Trichloroethane",2/25/2014,UG/L,,0.001,36.58080556,-119.4851667,MUNICIPAL,USGS, Fresno County
S3-MACK-K41,3,"1,1,1-Trichloroethane",3/4/2014,UG/L,,0.001,36.53069444,-119.3540278,MUNICIPAL,USGS, Tulare County
S3-MACK-K42,6,"1,1,1-Trichloroethane",3/17/2014,UG/L,,0.001,36.44944444,-119.3247778,MUNICIPAL,USGS, Tulare County
S3-MACK-K42R,13,"1,1,1-Trichloroethane",3/20/2019,UG/L,,0.001,36.4495,-119.3245833,MUNICIPAL,USGS, Tulare County
S3-MACK-K43,0.001,"1,1,1-Trichloroethane",3/5/2014,MG/L,<,0.001,36.54227778,-119.2336111,MUNICIPAL,USGS, Tulare County
S3-MACK-K44,7,"1,1,1-Trichloroethane",3/5/2014,UG/L,,0.001,36.65286111,-119.3070278,MUNICIPAL,USGS, Tulare County
S3-MACK-K45,4,"1,1,1-Trichloroethane",2/25/2014,UG/L,,0.001,36.65561111,-119.3339722,MUNICIPAL,USGS, Fresno County
S3-MACK-K46,0.002,"1,1,1-Trichloroethane",2/24/2014,MG/L,,0.001,36.70125,-119.4977222,MUNICIPAL,USGS, Fresno County
S3-MACK-K47,10,"1,1,1-Trichloroethane",3/3/2014,UG/L,,0.001,36.76825,-119.4047222,MUNICIPAL,USGS, Fresno County
S3-MACK-K48,0.001,"1,1,1-Trichloroethane",2/24/2014,MG/L,<,0.001,36.83866667,-119.5474444,MUNICIPAL,USGS, Fresno County
S3-MACK-K49,7,"1,1,1-Trichloroethane",2/26/2014,UG/L,,0.001,36.86894444,-119.5580278,MUNICIPAL,USGS, Fresno County
S3-MACK-M01,24,"1,1,1-Trichloroethane",3/19/2014,UG/L,,0.001,36.77661111,-120.1863056,MUNICIPAL,USGS, Fresno County
S3-MACK-M02,4,"1,1,1-Trichloroethane",4/8/2014,UG/L,,0.001,36.90688889,-120.2741667,MUNICIPAL,USGS,Madera County
S3-MACK-M03,0.001,"1,1,1-Trichloroethane",4/10/2014,MG/L,<,0.001,36.94702778,-120.31025,MUNICIPAL,USGS,Madera County
S3-MACK-M04,0.001,"1,1,1-Trichloroethane",4/10/2014,MG/L,<,0.001,36.95608333,-120.3730556,MUNICIPAL,USGS, Madera County
S3-MACK-M05,0.001,"1,1,1-Trichloroethane",11/20/2013,MG/L,<,0.001,37.04933333,-120.4721944,MUNICIPAL,USGS, Madera County
S3-MACK-M06,0.001,"1,1,1-Trichloroethane",11/19/2013,MG/L,<,0.001,37.14002778,-120.4500833,MUNICIPAL,USGS, Merced County
S3-MACK-M07,2,"1,1,1-Trichloroethane",12/12/2013,UG/L,,0.001,37.09152778,-120.4229722,MUNICIPAL,USGS, Madera County
S3-MACK-M08,3,"1,1,1-Trichloroethane",11/20/2013,UG/L,,0.001,37.07261111,-120.3293056,MUNICIPAL,USGS, Madera County
S3-MACK-M09,0.001,"1,1,1-Trichloroethane",11/21/2013,MG/L,<,0.001,36.99575,-120.2425278,MUNICIPAL,USGS, Madera County
S3-MACK-M10,5,"1,1,1-Trichloroethane",12/4/2013,UG/L,,0.001,36.93122222,-120.1842778,MUNICIPAL,USGS, Madera County
S3-MACK-M11,2,"1,1,1-Trichloroethane",12/3/2013,UG/L,,0.001,36.86072222,-120.1004722,MUNICIPAL,USGS, Madera County
S3-MACK-M12,0.001,"1,1,1-Trichloroethane",3/18/2014,MG/L,<,0.001,36.82897222,-120.0628611,MUNICIPAL,USGS, Madera County
S3-MACK-M13,0.001,"1,1,1-Trichloroethane",12/2/2013,MG/L,<,0.001,36.90166667,-120.1263056,MUNICIPAL,USGS, Madera County
S3-MACK-M14,1,"1,1,1-Trichloroethane",12/11/2013,UG/L,,0.001,36.96608333,-120.1562222,MUNICIPAL,USGS, Madera County
S3-MACK-M15,0.001,"1,1,1-Trichloroethane",12/5/2013,MG/L,<,0.001,37.00438889,-120.2041111,MUNICIPAL,USGS, Madera County
S3-MACK-M16,0.001,"1,1,1-Trichloroethane",11/18/2013,MG/L,<,0.001,37.08977778,-120.3176667,MUNICIPAL,USGS, Madera County
S3-MACK-M17,5,"1,1,1-Trichloroethane",3/20/2014,UG/L,,0.001,37.11916667,-120.3524722,MUNICIPAL,USGS, Madera County
S3-MACK-M18,0.001,"1,1,1-Trichloroethane",11/18/2013,MG/L,<,0.001,37.06877778,-120.18225,MUNICIPAL,USGS, Madera County
S3-MACK-M19,1,"1,1,1-Trichloroethane",12/11/2013,UG/L,,0.001,37.033,-120.1138889,MUNICIPAL,USGS, Madera County
S3-MACK-M20,1,"1,1,1-Trichloroethane",12/4/2013,UG/L,,0.001,36.98541667,-120.0763056,MUNICIPAL,USGS, Madera County
S3-MACK-M21,6,"1,1,1-Trichloroethane",12/3/2013,UG/L,,0.001,36.92291667,-119.9959444,MUNICIPAL,USGS, Madera County
S3-MACK-M22,2,"1,1,1-Trichloroethane",12/2/2013,UG/L,,0.001,36.88072222,-119.94125,MUNICIPAL,USGS, Madera County
S3-MACK-M23,8,"1,1,1-Trichloroethane",12/9/2013,UG/L,,0.001,36.88430556,-119.7837222,MUNICIPAL,USGS, Fresno County
S3-MACK-M24,1,"1,1,1-Trichloroethane",12/9/2013,UG/L,<,0.001,36.95455556,-119.79575,MUNICIPAL,USGS, Madera County
S3-MACK-M25,1,"1,1,1-Trichloroethane",3/19/2014,UG/L,<,0.001,36.97283333,-119.8883889,MUNICIPAL,USGS, Madera County
S3-MACK-M26,0.001,"1,1,1-Trichloroethane",12/10/2013,MG/L,<,0.001,37.00508333,-119.8881944,MUNICIPAL,USGS, Madera County
S3-MACK-M27,1,"1,1,1-Trichloroethane",12/10/2013,UG/L,,0.001,37.04419444,-119.9844722,MUNICIPAL,USGS, Madera County
S3-MACK-M28,42,"1,1,1-Trichloroethane",4/9/2014,UG/L,,0.001,37.12575,-120.0757778,MUNICIPAL,USGS, Madera County
S4-TUSK-HLS01,3,"1,1,1-Trichloroethane",12/3/2014,UG/L,,0.001,36.34038889,-119.0269722,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS02,17,"1,1,1-Trichloroethane",4/21/2015,UG/L,,0.001,36.44361111,-119.1365278,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS03,0.001,"1,1,1-Trichloroethane",4/23/2015,MG/L,<,0.001,36.51180556,-119.1397222,MUNICIPAL,USGS,Tulare County
S4-TUSK-HLS04,23,"1,1,1-Trichloroethane",11/17/2014,UG/L,,0.001,36.58683333,-119.1215556,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS05,0.001,"1,1,1-Trichloroethane",11/17/2014,MG/L,<,0.001,36.64855556,-119.0011389,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS06,3,"1,1,1-Trichloroethane",11/19/2014,UG/L,,0.001,36.41336111,-118.9258056,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS07,5,"1,1,1-Trichloroethane",12/4/2014,UG/L,,0.001,36.18697222,-119.0180556,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS08,11,"1,1,1-Trichloroethane",12/10/2014,UG/L,,0.001,36.14466667,-118.957,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS09,9,"1,1,1-Trichloroethane",3/19/2015,UG/L,,0.001,35.89247222,-118.9179722,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS10,1,"1,1,1-Trichloroethane",12/17/2014,UG/L,,0.001,36.06872222,-118.8651111,MUNICIPAL,USGS,Tulare County
S4-TUSK-HLS11,3,"1,1,1-Trichloroethane",4/28/2015,UG/L,,0.001,36.13897222,-118.8698889,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS12,0.001,"1,1,1-Trichloroethane",4/23/2015,MG/L,<,0.001,36.45341667,-118.8698056,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS13,8,"1,1,1-Trichloroethane",12/3/2014,UG/L,,0.001,36.47905556,-118.8544167,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS14,33,"1,1,1-Trichloroethane",11/19/2014,UG/L,,0.001,36.37152778,-118.8470278,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS15,19,"1,1,1-Trichloroethane",4/22/2015,UG/L,,0.001,36.12541667,-118.8259444,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS16,21,"1,1,1-Trichloroethane",4/28/2015,UG/L,,0.001,36.09227778,-118.8362222,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS17,0.001,"1,1,1-Trichloroethane",3/2/2015,MG/L,<,0.001,35.88511111,-118.6996389,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS18,163,"1,1,1-Trichloroethane",4/22/2015,UG/L,,0.001,36.12988889,-118.7794167,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS19,3,"1,1,1-Trichloroethane",12/18/2014,UG/L,,0.001,36.19133333,-118.79125,MUNICIPAL,USGS, Tulare County
S4-TUSK-HLS20,0.001,"1,1,1-Trichloroethane",4/21/2015,MG/L,,0.001,36.25225,-118.7708889,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW01,6,"1,1,1-Trichloroethane",4/29/2015,UG/L,,0.001,36.15372222,-119.4925,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW02,0.001,"1,1,1-Trichloroethane",1/14/2015,MG/L,,0.001,36.19222222,-119.5102778,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW03,1,"1,1,1-Trichloroethane",1/12/2015,UG/L,,0.001,36.22572222,-119.57525,MUNICIPAL,USGS, Kings County
S4-TUSK-KAW04,0.585,"1,1,1-Trichloroethane",1/26/2015,MG/L,,0.001,36.25580556,-119.6001389,MUNICIPAL,USGS, Kings County
S4-TUSK-KAW05,0.01,"1,1,1-Trichloroethane",1/27/2015,MG/L,,0.001,36.2835,-119.6304722,MUNICIPAL,USGS, Kings County
S4-TUSK-KAW06,170,"1,1,1-Trichloroethane",3/3/2015,UG/L,,0.001,36.44186111,-119.3643889,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW07,0.002,"1,1,1-Trichloroethane",11/18/2014,MG/L,,0.001,36.38777778,-119.4163056,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW08,0.001,"1,1,1-Trichloroethane",12/15/2014,MG/L,<,0.001,36.3445,-119.4546111,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW09,0.001,"1,1,1-Trichloroethane",12/8/2014,MG/L,,0.001,36.28080556,-119.4393889,MUNICIPAL,USGS,County Road 60
S4-TUSK-KAW10,0.001,"1,1,1-Trichloroethane",3/5/2015,MG/L,<,0.001,36.24047222,-119.3830833,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW11,2,"1,1,1-Trichloroethane",12/8/2014,UG/L,,0.001,36.17875,-119.4656389,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW12,28,"1,1,1-Trichloroethane",1/12/2015,UG/L,,0.001,36.12372222,-119.3607222,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW13,0.026,"1,1,1-Trichloroethane",3/3/2015,MG/L,,0.001,36.15080556,-119.2958056,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW14,0.001,"1,1,1-Trichloroethane",1/29/2015,MG/L,<,0.001,36.21280556,-119.29675,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW15,0.001,"1,1,1-Trichloroethane",12/9/2014,MG/L,<,0.001,36.26761111,-119.2625,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW16,1,"1,1,1-Trichloroethane",12/16/2014,UG/L,,0.001,36.29641667,-119.2536111,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW17,0.001,"1,1,1-Trichloroethane",1/26/2015,MG/L,<,0.001,36.36705556,-119.27775,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW18,0.001,"1,1,1-Trichloroethane",11/18/2014,MG/L,<,0.001,36.40894444,-119.3126389,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW19,0.001,"1,1,1-Trichloroethane",12/15/2014,MG/L,<,0.001,36.45722222,-119.1916944,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW20,0.001,"1,1,1-Trichloroethane",3/31/2015,MG/L,<,0.001,36.37741667,-119.2205,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW21,2,"1,1,1-Trichloroethane",1/13/2015,UG/L,,0.001,36.32852778,-119.188,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW22,1,"1,1,1-Trichloroethane",12/16/2014,UG/L,,0.001,36.29708333,-119.1773056,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW23,0.014,"1,1,1-Trichloroethane",2/26/2015,MG/L,,0.001,36.21805556,-119.1984167,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW24,0.001,"1,1,1-Trichloroethane",12/2/2014,MG/L,<,0.001,36.17936111,-119.1688889,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW25,5,"1,1,1-Trichloroethane",11/20/2014,UG/L,,0.001,36.13702778,-119.0826667,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW26,0.001,"1,1,1-Trichloroethane",3/31/2015,MG/L,<,0.001,36.15925,-119.1311944,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW27,0.001,"1,1,1-Trichloroethane",12/4/2014,MG/L,<,0.001,36.20888889,-119.02725,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW28,3,"1,1,1-Trichloroethane",12/9/2014,UG/L,,0.001,36.25411111,-119.1301667,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW29,4,"1,1,1-Trichloroethane",3/4/2015,UG/L,,0.001,36.37552778,-119.1130556,MUNICIPAL,USGS, Tulare County
S4-TUSK-KAW30,0.001,"1,1,1-Trichloroethane",12/11/2014,MG/L,<,0.001,36.46669444,-119.1230278,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLA01,0.007,"1,1,1-Trichloroethane",4/1/2015,MG/L,,0.001,36.15233333,-119.7999167,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLA02,28,"1,1,1-Trichloroethane",4/1/2015,UG/L,,0.001,36.24180556,-119.7820833,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA03,0.001,"1,1,1-Trichloroethane",3/26/2015,MG/L,<,0.001,36.31697222,-119.7967778,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA04,0.001,"1,1,1-Trichloroethane",2/23/2015,MG/L,<,0.001,36.40005556,-119.7455833,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA05,0.006,"1,1,1-Trichloroethane",2/23/2015,MG/L,,0.001,36.30455556,-119.7096389,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA06,52,"1,1,1-Trichloroethane",3/17/2015,UG/L,,0.001,36.26652778,-119.7456389,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA07,146,"1,1,1-Trichloroethane",2/25/2015,UG/L,,0.001,36.21088889,-119.7061389,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA08,48,"1,1,1-Trichloroethane",4/2/2015,UG/L,,0.001,36.13727778,-119.6448889,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA09,0.001,"1,1,1-Trichloroethane",1/14/2015,MG/L,,0.001,36.29063889,-119.6364167,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA10,0.001,"1,1,1-Trichloroethane",2/24/2015,MG/L,<,0.001,36.36241667,-119.6898056,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA11,0.001,"1,1,1-Trichloroethane",1/27/2015,MG/L,<,0.001,36.40108333,-119.5929167,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA12,33,"1,1,1-Trichloroethane",2/24/2015,UG/L,,0.001,36.31419444,-119.5860556,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA13,0.243,"1,1,1-Trichloroethane",1/13/2015,MG/L,,0.001,36.29763889,-119.5733056,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA14,236,"1,1,1-Trichloroethane",2/25/2015,UG/L,,0.001,36.084,-119.56275,MUNICIPAL,USGS, Kings County
S4-TUSK-TLA15,97,"1,1,1-Trichloroethane",4/29/2015,UG/L,,0.001,36.03377778,-119.5375556,MUNICIPAL,USGS, Kings County
S4-TUSK-TLE01,0.001,"1,1,1-Trichloroethane",4/27/2015,MG/L,<,0.001,35.83491667,-119.4649444,MUNICIPAL,USGS,Kings County
S4-TUSK-TLE02,0.001,"1,1,1-Trichloroethane",4/20/2015,MG/L,<,0.001,35.87622222,-119.4781667,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE03,43,"1,1,1-Trichloroethane",3/4/2015,UG/L,,0.001,36.00613889,-119.4605833,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE04,177,"1,1,1-Trichloroethane",3/17/2015,UG/L,,0.001,36.05188889,-119.5184444,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE05,7,"1,1,1-Trichloroethane",2/26/2015,UG/L,,0.001,36.07761111,-119.3941667,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE06,0.001,"1,1,1-Trichloroethane",3/23/2015,MG/L,<,0.001,36.04938889,-119.3408056,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE07,0.001,"1,1,1-Trichloroethane",3/5/2015,MG/L,,0.001,35.95163889,-119.3319722,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE08,0.001,"1,1,1-Trichloroethane",4/27/2015,MG/L,<,0.001,35.91313889,-119.4220833,MUNICIPAL,USGS,Tulare County
S4-TUSK-TLE09,40,"1,1,1-Trichloroethane",3/24/2015,UG/L,,0.001,35.834,-119.3866667,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE10,0.001,"1,1,1-Trichloroethane",3/25/2015,MG/L,<,0.001,35.87036111,-119.2680556,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE11,0.001,"1,1,1-Trichloroethane",3/29/2015,MG/L,<,0.001,35.93122222,-119.2751944,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE12,2,"1,1,1-Trichloroethane",3/24/2015,UG/L,,0.001,35.99244444,-119.2757222,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE13,3,"1,1,1-Trichloroethane",3/18/2015,UG/L,,0.001,36.06133333,-119.3093611,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE14,2,"1,1,1-Trichloroethane",3/18/2015,UG/L,,0.001,36.11991667,-119.2503056,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE15,0.001,"1,1,1-Trichloroethane",1/15/2015,MG/L,<,0.001,36.12891667,-119.1690278,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE16,0.001,"1,1,1-Trichloroethane",4/8/2015,MG/L,<,0.001,36.05544444,-119.1434167,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE17,1,"1,1,1-Trichloroethane",3/16/2015,UG/L,<,0.001,35.964,-119.1433611,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE18,0.001,"1,1,1-Trichloroethane",3/25/2015,MG/L,<,0.001,35.93194444,-119.1743889,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE19,2,"1,1,1-Trichloroethane",3/23/2015,UG/L,,0.001,35.83494444,-119.2245,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE20,24,"1,1,1-Trichloroethane",4/9/2015,UG/L,,0.001,35.80511111,-119.1043333,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE21,1,"1,1,1-Trichloroethane",4/8/2015,UG/L,,0.001,35.86672222,-119.0634722,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE22,0.001,"1,1,1-Trichloroethane",3/30/2015,MG/L,<,0.001,35.91388889,-119.0640833,MUNICIPAL,USGS,Tulare County
S4-TUSK-TLE23,1,"1,1,1-Trichloroethane",12/17/2014,UG/L,<,0.001,35.95930556,-119.0719722,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE24,1,"1,1,1-Trichloroethane",3/16/2015,UG/L,,0.001,36.04441667,-119.1260833,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE25,5,"1,1,1-Trichloroethane",4/7/2015,UG/L,,0.001,36.0805,-119.0039167,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE26,0.001,"1,1,1-Trichloroethane",12/10/2014,MG/L,<,0.001,36.03552778,-119.0282778,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE27,0.001,"1,1,1-Trichloroethane",3/30/2015,MG/L,<,0.001,36.00702778,-118.9661667,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE28,3,"1,1,1-Trichloroethane",4/20/2015,UG/L,,0.001,35.90552778,-119.0418611,MUNICIPAL,USGS, Tulare County
S4-TUSK-TLE29,0.008,"1,1,1-Trichloroethane",4/30/2015,MG/L,,0.001,35.87975,-118.9653889,MUNICIPAL,USGS,Tulare County
S4-TUSK-TLE30,84,"1,1,1-Trichloroethane",4/7/2015,UG/L,,0.001,35.79186111,-119.0275,MUNICIPAL,USGS, Tulare County
S5-YB-B01,2,"1,1,1-Trichloroethane",2/3/2016,UG/L,,0.001,39.01075,-121.2815,MUNICIPAL,USGS, Tulare County
S5-YB-B02,0.001,"1,1,1-Trichloroethane",2/25/2016,MG/L,<,0.001,39.04786111,-121.2379167,MUNICIPAL,USGS, Placer County
S5-YB-B03,5,"1,1,1-Trichloroethane",4/6/2016,UG/L,,0.001,39.05869444,-121.2764444,MUNICIPAL,USGS, Nevada County
S5-YB-B04,0.001,"1,1,1-Trichloroethane",1/26/2016,MG/L,<,0.001,39.084,-121.31325,MUNICIPAL,USGS, Nevada County
S5-YB-B05,1,"1,1,1-Trichloroethane",1/25/2016,UG/L,,0.001,39.17247222,-121.2488056,MUNICIPAL,USGS, Yuba County
S5-YB-B06,3,"1,1,1-Trichloroethane",1/25/2016,UG/L,,0.001,39.18625,-121.2394722,MUNICIPAL,USGS, Nevada County
S5-YB-B07,0.001,"1,1,1-Trichloroethane",1/26/2016,MG/L,<,0.001,39.15397776,-121.2022321,MUNICIPAL,USGS, Nevada County
S5-YB-B08,5,"1,1,1-Trichloroethane",2/4/2016,UG/L,,0.001,39.11125,-121.1434444,MUNICIPAL,USGS, Nevada County
S5-YB-B10,1,"1,1,1-Trichloroethane",3/14/2016,UG/L,,0.001,39.06205556,-121.1112222,MUNICIPAL,USGS, Nevada County
S5-YB-B11,4,"1,1,1-Trichloroethane",1/28/2016,UG/L,,0.001,39.02166667,-121.1105556,MUNICIPAL,USGS, Nevada County
S5-YB-B12,0.001,"1,1,1-Trichloroethane",1/28/2016,MG/L,<,0.001,38.9945,-121.0368611,MUNICIPAL,USGS, Nevada County
S5-YB-B13,47,"1,1,1-Trichloroethane",12/9/2015,UG/L,,0.001,39.05766667,-121.0626111,MUNICIPAL,USGS, Placer County
S5-YB-B14,2,"1,1,1-Trichloroethane",2/1/2016,UG/L,,0.001,39.09202778,-121.1050556,MUNICIPAL,USGS, Nevada County
S5-YB-B15,0.001,"1,1,1-Trichloroethane",4/6/2016,MG/L,<,0.001,39.14275,-121.074,MUNICIPAL,USGS, Nevada County
S5-YB-B16,1,"1,1,1-Trichloroethane",2/4/2016,UG/L,<,0.001,39.18766667,-121.0416389,MUNICIPAL,USGS, Nevada County
S5-YB-B17,0.001,"1,1,1-Trichloroethane",11/4/2015,MG/L,<,0.001,39.24433333,-120.9528333,MUNICIPAL,USGS, Nevada County
S5-YB-B18,0.001,"1,1,1-Trichloroethane",12/8/2015,MG/L,<,0.001,39.21666667,-120.9976944,MUNICIPAL,USGS, Nevada County
S5-YB-B19,1,"1,1,1-Trichloroethane",12/8/2015,UG/L,,0.001,39.18272222,-120.9820278,MUNICIPAL,USGS, Nevada County
S5-YB-B20,0.001,"1,1,1-Trichloroethane",12/9/2015,MG/L,<,0.001,39.12866667,-121.0146389,MUNICIPAL,USGS, Nevada County
S5-YB-B21,2,"1,1,1-Trichloroethane",2/2/2016,UG/L,,0.001,39.08433333,-120.9999167,MUNICIPAL,USGS, Nevada County
